0421 03399 1|H|269.75724629|+02.03883385|    3.8|    1.3|  5.1|  4.4|  1.9|  1.4| |10.221|0.077| 9.024|0.046| 40|T| 88047B
0422 00459 1|T|262.92516204|+04.88610592|       |       | 58.4| 49.8|     |     | |12.059|0.191|11.581|0.193|999|T|       
0422 00575 2|H|263.83387421|+03.93919945|    5.4|    1.1| 46.5| 35.6|  1.2|  0.8|H|      |     |12.149|0.125| 22| | 86065B
0422 00981 1|T|264.00381207|+04.00984377|       |       | 49.2| 39.6|     |     | |12.909|0.394|11.097|0.117|978|T|       
0422 01812 1|T|263.50619129|+05.10818794|       |       | 56.4| 51.6|     |     | |12.408|0.247|11.516|0.180|999|T|       
0423 01651 1|T|264.68574404|+03.81866256|       |       | 33.7| 29.4|     |     | |11.471|0.084|10.674|0.068| 53|T|       
0424 00075 1|T|266.83824406|+05.59961857|       |       | 38.8| 29.6|     |     | |11.260|0.076|10.782|0.080|999|T|       
0424 01525 1|T|266.55114479|+03.94884513|       |       | 40.7| 40.5|     |     | |11.781|0.139|10.901|0.108|999|T|       
0424 01989 1|H|267.23837057|+04.96326572|    1.3|  -14.9| 30.5| 23.3| 22.4| 16.5| |10.433|0.042| 9.658|0.032|184|T| 87201B
0425 01788 1|T|269.89921316|+04.18483209|       |       | 31.0| 28.8|     |     | |11.352|0.173|10.214|0.102|896|T|       
0425 02405 1|T|268.43370635|+04.86471555|       |       | 71.9| 45.2|     |     | |12.074|0.208|10.644|0.088|999|T|       
0426 00649 1|T|263.70272844|+06.03162265|       |       | 36.2| 28.5|     |     | |11.362|0.102|10.322|0.060|274|T|       
0427 01155 2|H|264.73087531|+07.25087683|   -3.3|    1.9| 23.0| 18.8|  2.7|  1.6|H|      |     |11.989|0.076| 48| | 86369B
0428 00463 1|T|267.99539475|+07.39718142|       |       | 17.1| 17.8|     |     | |10.369|0.039|10.289|0.057|454|T|       
0428 00885 1|T|266.46598493|+05.72523198|       |       | 46.9| 41.0|     |     | |11.959|0.187|10.770|0.102|999|T|       
0428 00980 1|T|266.59682671|+05.79337516|       |       | 22.9| 18.1|     |     | |10.773|0.051|10.565|0.066|999|T|       
0428 01483 1|T|266.76247995|+05.69864235|       |       | 23.6| 15.4|     |     | |10.418|0.035|10.089|0.043|274|T|       
0428 01707 1|T|266.92999194|+05.67983233|       |       | 62.3| 32.8|     |     | |11.959|0.161|11.539|0.185|999|T|       
0428 01938 1|T|266.48541938|+05.81238950|       |       | 44.4| 37.2|     |     | |11.462|0.126|11.222|0.146|999|T|       
0429 01043 1|T|268.60437298|+06.69980328|       |       | 54.8| 57.8|     |     | |12.221|0.205|11.399|0.165|999|T|       
0430 00264 1|T|271.27039508|+01.76532436|       |       | 61.3| 52.1|     |     | |11.973|0.226|11.406|0.225|999|T|       
0430 00401 1|T|270.05997813|+00.20196103|       |       | 84.8| 88.5|     |     | |11.656|0.214|12.033|0.501| 44|T|       
0430 02939 1|T|270.62717006|+01.16717254|       |       | 32.8| 27.5|     |     | |10.893|0.097|10.185|0.091|999|T|       
0431 00867 2|H|272.59924485|+00.54396797|    2.7|   -6.2| 11.8|  9.9|  1.3|  1.0|H|      |     |10.267|0.033| 30| | 89038B
0431 01238 1|T|272.00814514|+01.35300537|       |       | 98.5| 62.1|     |     | |13.380|0.822|11.507|0.280|999|T|       
0433 00327 1|T|277.17630346|+01.07120277|       |       | 84.8| 57.3|     |     | |12.012|0.190|11.309|0.168|999|T|       
0433 00595 2|H|276.80144380|+00.19692526|   -2.6|   -8.8| 13.7|  9.0|  1.0|  0.8|H|      |     | 7.617|0.021| 38| | 90441B
0433 00596 1|H|276.01374674|+01.49721334|  -19.4|  -20.4| 15.0| 13.4|  1.8|  1.5| |11.185|0.100|10.611|0.097|127|T| 90175B
0434 00997 1|T|270.50945516|+02.91922661|       |       | 42.2| 36.2|     |     | |12.267|0.277|10.458|0.081|999|T|       
0434 01460 1|T|271.20793400|+03.49476997|       |       | 55.7| 32.0|     |     | |11.319|0.095|10.729|0.090|999|T|       
0434 05199 1|T|270.17058998|+02.91965844|       |       |  6.0|  5.3|     |     |V|      |     | 8.061|0.019|544|T|       
0434 05212 1|H|271.36317770|+02.50204966|  442.1|-1253.0| 10.1|  8.1|  5.4|  4.3|H|      |     | 6.170|0.037| 16| | 88601B
0435 00478 1|T|272.76871551|+03.24760653|       |       | 26.1| 20.4|     |     | |10.561|0.056|10.126|0.066|999|T|       
0435 00559 1|T|273.64866570|+03.51762596|       |       | 65.5| 53.9|     |     | |11.828|0.170|11.684|0.273|999|T|       
0435 01348 1|T|272.84217652|+03.14701663|       |       | 70.2| 59.1|     |     | |11.719|0.150|10.570|0.091|999|T|       
0435 01663 1|T|273.28698490|+02.98147182|       |       | 49.0| 52.3|     |     | |11.327|0.097|10.771|0.094|756|T|       
0435 01944 2|H|273.07624237|+01.89734382|   -1.6|  -39.9| 27.0| 21.6|  1.3|  1.1|H|      |     |11.698|0.091| 21| | 89207B
0435 04303 1|T|272.06517351|+02.25253853|       |       | 19.3| 17.6|     |     | |10.779|0.059| 9.919|0.043|999|T|       
0435 04802 1|T|272.02703324|+02.22926921|       |       | 68.0| 92.7|     |     | |12.044|0.306|11.117|0.191|398|T|       
0436 00758 1|T|273.83420541|+03.08606770|       |       | 68.9| 57.2|     |     | |12.147|0.231|11.241|0.173|183|T|       
0436 03000 1|T|274.21462167|+02.53571872|       |       | 70.2| 49.6|     |     | |12.484|0.328|10.965|0.137|999|T|       
0436 03347 1|T|275.17189871|+03.38596952|       |       | 16.8| 14.0|     |     | |10.149|0.062| 9.435|0.054|999|T|       
0437 01280 1|T|276.98300556|+03.73985709|       |       | 37.7| 42.4|     |     | |11.307|0.094|10.570|0.084|895|T|       
0437 01834 1|T|276.98034928|+03.56486631|       |       | 62.6| 58.9|     |     | |11.665|0.166|11.140|0.164|999|T|       
0438 01016 1|T|271.39493287|+04.66666377|       |       | 65.3| 67.7|     |     | |11.639|0.185|11.291|0.224|510|T|       
0438 01220 1|T|271.43239192|+04.67380875|       |       | 23.6| 22.5|     |     | |10.247|0.045|10.243|0.069|999|T|       
0438 01551 1|T|270.29765169|+05.00944474|       |       | 46.3| 42.1|     |     | |12.076|0.188|10.610|0.074|999|T|       
0438 01789 1|T|271.01611740|+04.96279695|       |       | 73.9| 73.5|     |     | |11.459|0.146|11.277|0.192|999|T|       
0439 01955 1|T|272.30934194|+04.23439894|       |       | 46.0| 47.5|     |     | |11.893|0.180|10.718|0.102|905|T|       
0439 03312 1|T|273.09706297|+05.00926675|       |       | 64.5| 54.3|     |     | |11.769|0.155|11.243|0.166|218|T|       
0440 02018 1|T|274.93698875|+04.45106401|       |       | 59.8| 57.2|     |     | |11.758|0.148|11.557|0.222|999|T|       
0440 02192 1|T|274.77364118|+05.05564034|       |       | 67.4| 47.2|     |     | |12.427|0.262|11.194|0.152|197|T|       
0440 03723 1|T|275.62321827|+04.15600065|       |       | 64.5| 51.1|     |     | |11.581|0.135|11.275|0.168|999|T|       
0441 00126 1|T|276.13043357|+05.02362435|       |       | 63.6| 35.9|     |     | |11.848|0.155|11.010|0.117|999|T|       
0441 00345 1|T|276.47066638|+05.49716303|       |       | 59.9| 34.8|     |     | |12.256|0.172|11.210|0.112|999|T|       
0441 00464 1|T|276.15018667|+05.04703252|       |       |103.3| 78.1|     |     | |13.095|0.708|11.505|0.308| 58|T|       
0442 00294 1|T|270.46714876|+06.35228277|       |       | 47.6| 41.1|     |     | |11.860|0.155|10.766|0.095|999|T|       
0442 01172 2|H|271.30923427|+06.74966919|   -7.4|  -44.8| 53.0| 53.9|  1.8|  1.6|H|      |     |12.166|0.174| 50| | 88586B
0442 01236 1|T|270.10753970|+06.64006085|       |       | 30.9| 26.8|     |     | |11.993|0.198|10.044|0.049|574|T|       
0442 01355 1|T|271.41393139|+06.25131503|       |       | 58.5| 62.5|     |     | |12.043|0.207|10.908|0.119|217|T|       
0443 01482 1|T|273.02625802|+06.85372757|       |       | 41.2| 35.2|     |     |V|      |     | 9.785|0.040|999|T|       
0444 00405 1|T|274.52997687|+06.93826310|       |       | 55.4| 43.1|     |     | |12.078|0.241|10.797|0.122|680|T|       
0444 03060 1|T|275.47657489|+06.35850679|       |       | 80.9| 53.0|     |     | |12.169|0.247|11.663|0.268|298|T|       
0445 00634 1|T|276.97215682|+06.14740284|       |       | 44.5| 48.2|     |     | |11.403|0.088|11.044|0.108|549|T|       
0445 00773 1|T|276.21154499|+06.94855318|       |       | 77.2| 65.4|     |     | |12.546|0.264|11.092|0.115| 12|T|       
0445 01761 1|T|276.81832723|+06.49820326|       |       | 58.6| 58.1|     |     | |11.589|0.177|11.407|0.279|199|T|       
0445 01770 1|T|276.29855095|+06.50710415|       |       | 61.2| 67.5|     |     | |12.088|0.188|11.449|0.166| 26|T|       
0445 02029 1|T|277.37324639|+06.35712159|       |       | 41.5| 38.3|     |     | |12.053|0.143|11.012|0.094|278|T|       
0445 02137 1|H|276.18826253|+07.23211680|    1.2|    0.7| 22.5| 16.1|  1.4|  1.2| |10.907|0.172|10.928|0.302| 32|T| 90242B
0451 00341 1|H|280.01966697|+03.36268329|  -31.8|   24.8| 42.6| 31.4| 55.9| 41.6| |11.069|0.053|10.010|0.034|221|T| 91537B
0453 00170 1|T|283.53578494|+02.45645317|       |       | 44.4| 46.6|     |     | |11.809|0.136|11.143|0.109|342|T|       
0454 00845 1|T|278.90222817|+04.94514836|       |       | 19.1| 17.0|     |     | |10.140|0.037| 9.626|0.038|327|T|       
0457 00146 1|T|283.86455192|+05.50650869|       |       | 87.4| 79.8|     |     | |14.115|1.217|11.846|0.340| 37|T|       
0458 01852 1|H|277.86123229|+06.46119048|   -4.5|   -7.6|  6.8|  5.2|  1.5|  1.3| | 9.560|0.036| 9.435|0.049| 42|T| 90807B
0459 00002 1|T|279.98395103|+07.38225659|       |       | 35.2| 28.2|     |     | |11.495|0.087|10.558|0.062|999|T|       
0461 00640 1|T|284.65188951|+06.20517446|       |       | 43.5| 39.1|     |     | |11.461|0.096|10.739|0.079|999|T|       
0462 00966 1|T|285.81128453|+01.52444538|       |       | 33.5| 26.9|     |     | |11.301|0.082|10.632|0.073|999|T|       
0463 01272 1|T|288.22520528|+01.65698736|       |       | 59.2| 41.5|     |     | |12.054|0.177|11.695|0.233|999|T|       
0463 03556 1|T|287.79885100|+00.16927696|       |       | 82.3| 85.8|     |     | |13.060|0.605|11.451|0.292|999|T|       
0464 01740 1|T|290.29689517|+00.84254753|       |       | 82.8| 56.4|     |     | |12.189|0.246|11.503|0.224|648|T|       
0464 03405 1|H|289.63542641|+01.08598761|   11.2|   17.9| 11.4|  8.2|  0.8|  0.5| | 8.950|0.047| 8.294|0.043| 33|T| 94885B
0465 01323 1|T|291.57649704|+00.35512970|       |       | 11.2|  9.6|     |     | | 9.830|0.058| 9.478|0.061|999|T|       
0465 01444 1|T|291.85285785|+01.20564648|       |       | 84.2| 71.3|     |     | |12.727|0.402|11.171|0.185| 26|T|       
0466 00724 1|T|285.56042464|+01.89376063|       |       | 73.2| 59.6|     |     | |12.347|0.276|11.702|0.262|999|T|       
0466 01872 1|T|285.28497834|+02.46484979|       |       | 48.3| 37.1|     |     | |11.529|0.101|10.959|0.107|792|T|       
0467 03765 1|T|288.33224176|+02.00454494|       |       | 48.2| 40.8|     |     | |12.738|0.372|10.615|0.092|999|T|       
0467 04992 1|H|288.05646821|+02.88766813| 1789.2| -520.1|  2.1|  1.9|  2.7|  2.0|H|      |     |11.103|0.003|999| | 94349 
0468 00314 1|T|290.43575850|+03.35102700|       |       | 58.5| 49.7|     |     | |12.569|0.290|11.055|0.116|999|T|       
0468 01819 1|T|288.79331302|+02.35598429|       |       | 25.0| 25.1|     |     | |11.426|0.106|10.207|0.055|999|T|       
0468 03022 1|T|289.52057526|+02.21673512|       |       | 75.7| 43.8|     |     | |11.935|0.192|11.986|0.343|999|T|       
0469 01530 1|T|291.18334670|+03.45051331|       |       | 73.0| 64.9|     |     | |12.656|0.682|11.696|0.458|661|T|       
0469 01668 1|T|291.49446133|+03.40758948|       |       | 19.5| 14.8|     |     | |11.215|0.124| 9.346|0.040|999|T|       
0469 02439 1|T|291.09785576|+03.31289190|       |       | 47.1| 42.5|     |     | |11.846|0.201|10.657|0.108|999|T|       
0469 03499 1|T|292.28995205|+01.93272866|       |       | 42.0| 30.5|     |     | |12.059|0.197|10.274|0.057|999|T|       
0469 03957 1|T|292.37126819|+02.14058892|       |       | 50.3| 41.9|     |     | |12.019|0.179|11.518|0.196|999|T|       
0470 00414 1|T|285.79166096|+04.20563445|       |       | 68.6| 60.5|     |     | |12.591|0.298|11.707|0.213|999|T|       
0470 00451 1|T|285.94077564|+05.43583230|       |       | 85.5| 69.8|     |     | |12.760|0.397|11.276|0.165| 52|T|       
0471 00944 1|T|287.34341702|+05.22795682|       |       | 48.7| 43.9|     |     | |11.679|0.143|11.150|0.148|411|T|       
0472 02673 1|T|289.05618260|+04.84673078|       |       | 34.5| 29.0|     |     | |11.847|0.158|10.315|0.058|968|T|       
0472 03013 1|T|289.08267337|+04.85189085|       |       | 36.7| 30.2|     |     | |11.165|0.085|10.781|0.108|968|T|       
0473 00312 1|T|290.99093909|+04.71447127|       |       | 51.8| 50.9|     |     | |11.753|0.179|12.553|0.579|405|T|       
0473 00887 1|T|291.50046151|+03.79822653|       |       | 79.6| 59.0|     |     | |11.665|0.284|12.795|1.277|999|T|       
0473 05816 1|T|291.56097827|+04.08145102|       |       | 78.9| 76.7|     |     | |12.192|0.450|11.554|0.356|999|T|       
0474 00175 1|T|285.13864130|+07.45955631|       |       | 73.5| 60.2|     |     | |12.157|0.281|11.436|0.221|999|T|       
0474 00654 1|T|286.44630863|+06.55668157|       |       | 44.8| 57.2|     |     | |11.616|0.135|11.227|0.171|359|T|       
0474 00851 1|T|285.76751407|+05.88285315|       |       | 45.6| 42.1|     |     | |11.628|0.106|11.240|0.136|999|T|       
0476 00198 1|T|289.16241346|+06.93223817|       |       | 41.2| 38.4|     |     | |11.608|0.120|10.591|0.077|326|T|       
0476 00442 2|H|289.25246851|+07.39990553|    8.2|    2.0| 46.1| 30.3|  1.7|  1.2|H|      |     |11.941|0.094| 20| | 94771B
0476 01340 1|T|289.09888683|+06.62123917|       |       | 37.7| 29.1|     |     | |11.315|0.076|10.384|0.055|704|T|       
0477 03877 1|T|290.96589737|+06.55262037|       |       | 79.6| 55.8|     |     | |12.220|0.269|11.815|0.318| 23|T|       
0478 00122 1|T|292.56379952|+01.67418934|       |       | 57.9| 36.2|     |     | |13.480|0.585|10.772|0.086|999|T|       
0479 00001 2|H|294.54712677|+01.76588617|    2.2|   -1.7| 31.0| 14.9|  2.7|  1.3|H|      |     |11.959|0.076|125| | 96589B
0479 00340 2|H|295.88064964|+00.67581811|   -2.5|   -2.0| 40.9| 18.0|  1.9|  0.9|H|      |     |11.519|0.147|133| | 97059B
0480 00596 1|T|296.91417419|+01.07996975|       |       | 35.9| 35.3|     |     | |11.446|0.111|10.695|0.094|971|T|       
0480 00820 1|T|296.86099024|+01.04073201|       |       | 40.2| 42.6|     |     | |11.024|0.076|10.641|0.090|999|T|       
0480 00972 1|T|296.67750373|+00.20018396|       |       | 55.9| 42.4|     |     | |11.266|0.126|10.753|0.122|999|T|       
0480 01156 1|T|297.59148702|+00.91240886|       |       | 44.2| 37.6|     |     | |12.122|0.276|10.225|0.072|704|T|       
0480 01779 1|T|296.63215381|+00.73183993|       |       | 35.8| 38.7|     |     | |11.719|0.134|10.645|0.090|999|T|       
0481 00600 1|T|298.48801811|+00.34488373|       |       | 59.1| 50.0|     |     | |12.262|0.285|10.342|0.080|999|T|       
0481 01056 1|T|299.48765916|+01.69218439|       |       | 56.3| 71.2|     |     | |11.648|0.162|11.233|0.184|999|T|       
0481 02053 1|H|299.19285921|+01.10188968|  -16.6|   -2.1|  4.5|  4.3|  6.3|  5.9|H|      |     |11.944|0.014|829| | 98147 
0481 02402 1|T|299.53573089|+00.15249805|       |       | 34.0| 34.4|     |     | |11.037|0.094|10.497|0.094|999|T|       
0481 02851 1|T|299.39948871|+01.61740380|       |       | 51.3| 53.1|     |     | |10.952|0.087|10.514|0.092|999|T|       
0482 00630 1|T|292.66208173|+03.44335521|       |       | 22.4| 16.7|     |     | |10.268|0.039|10.165|0.058|867|T|       
0484 00923 1|T|297.19642791|+02.74231699|       |       | 55.5| 44.8|     |     | |11.551|0.152|11.382|0.230|999|T|       
0484 02082 1|T|298.02018898|+01.99257072|       |       | 91.4|104.9|     |     | |12.497|0.420|11.985|0.497|999|T|       
0485 00340 1|H|298.92886421|+03.36455182|  -17.4|   -1.2|  3.8|  3.0|  6.0|  4.1|H|      |     |12.095|0.018|999| | 98060 
0485 01037 1|T|298.23644935|+01.94630592|       |       | 86.7| 72.2|     |     | |12.259|0.301|11.256|0.213|999|T|       
0487 00334 1|T|294.60701641|+05.45189830|       |       | 37.8| 31.9|     |     | |11.239|0.122|10.869|0.161|999|T|       
0487 02167 1|T|295.73191235|+04.78199397|       |       |107.4| 74.6|     |     | |12.340|0.337|11.230|0.192|397|T|       
0488 03173 1|T|298.05536172|+04.17241800|       |       | 60.8| 69.4|     |     | |12.092|0.316|10.946|0.192|999|T|       
0488 03573 1|H|297.86302182|+04.08843386|   44.8|  -28.8| 18.0| 15.5| 15.4| 11.2| | 9.606|0.104| 9.423|0.130| 43|T| 97709B
0489 00122 2|H|298.54526081|+05.42460929|   -0.2|   -9.9|109.3| 90.8|  2.1|  2.0|H|      |     |13.342|0.339| 18| | 97933B
0490 01170 1|T|292.78792812|+05.96855891|       |       | 76.3| 64.4|     |     | |12.431|0.296|11.446|0.213|999|T|       
0490 05570 1|H|294.05416221|+06.00421127|    3.8|  -12.6| 83.1| 50.6|  1.9|  1.0| |11.893|0.179|10.455|0.079|130|T| 96423B
0491 03123 1|T|295.84789498|+06.48248152|       |       | 55.9| 30.9|     |     | |12.090|0.194|10.571|0.073|680|T|       
0492 00828 1|T|296.88467192|+06.38814116|       |       | 32.5| 34.3|     |     | |10.744|0.075|10.481|0.101|999|T|       
0493 00855 1|T|298.53790843|+06.56356915|       |       | 33.3| 25.6|     |     | |12.123|0.177|10.552|0.064|999|T|       
0494 00041 1|T|300.11973104|+01.18613447|       |       | 36.8| 31.6|     |     | |11.192|0.100|10.483|0.078|999|T|       
0494 00764 1|T|301.23854600|+01.24442713|       |       | 53.5| 45.0|     |     | |12.525|0.294|10.964|0.124|999|T|       
0494 01090 1|T|300.27178272|+00.12664009|       |       | 58.0| 42.4|     |     | |11.827|0.177|10.400|0.081|999|T|       
0494 01134 1|T|301.44732608|+01.25156612|       |       | 63.4| 51.0|     |     | |12.588|0.321|10.910|0.115|999|T|       
0494 01427 1|T|301.22945899|+01.44734380|       |       | 80.0| 50.2|     |     | |13.305|0.657|11.111|0.151|999|T|       
0495 01354 1|T|303.07327899|+00.59036661|       |       | 58.7| 42.0|     |     | |11.599|0.145|11.183|0.176|999|T|       
0497 02079 2|H|305.68593801|+00.23928803|    7.6|   -8.8| 21.0| 16.5|  2.5|  2.0|H|      |     |11.500|0.067| 71| |100496B
0498 02049 1|T|300.39829132|+02.68125234|       |       | 66.9| 48.5|     |     | |12.783|0.426|11.549|0.206|999|T|       
0498 02796 1|T|301.17412702|+02.99121861|       |       | 71.5| 58.1|     |     | |11.232|0.133|11.098|0.166|231|T|       
0500 01677 1|H|304.00371722|+02.11151848|    0.3|   -2.8|  4.3|  3.6|  5.4|  4.9|H|      |     |12.335|0.024|999| | 99890 
0501 00601 1|T|307.36392242|+02.24697612|       |       | 33.2| 38.1|     |     | |11.822|0.138|10.990|0.104|999|T|       
0501 01837 1|H|307.30358191|+02.80241016|   -0.5|  -26.3|  5.7|  5.5|  8.2|  8.9|H|      |     |11.558|0.010|999| |101043 
0502 00515 1|T|301.14330887|+05.51851701|       |       | 43.6| 48.1|     |     | |11.430|0.096|11.307|0.136|999|T|       
0502 02357 1|T|300.96196728|+05.18027553|       |       | 40.2| 27.5|     |     | |10.907|0.057|10.700|0.074|999|T|       
0504 02198 2|H|303.92751537|+04.66193666|   -8.5|    1.5| 32.8| 31.4|  1.9|  1.8|H|      |     |11.983|0.117| 28| | 99867B
0504 02204 1|T|304.29988584|+05.02334017|       |       | 55.2| 51.5|     |     | |11.755|0.151|11.201|0.157|999|T|       
0505 00137 1|T|306.15544802|+05.54293798|       |       | 60.2| 38.1|     |     | |11.532|0.128|10.789|0.108|999|T|       
0505 00329 2|H|305.83104759|+05.57306210|   18.4|    3.1| 81.0| 59.3|  1.9|  1.9|H|      |     |12.849|0.230| 92| |100552B
0505 00415 1|T|306.38481210|+05.44676358|       |       | 48.2| 45.4|     |     | |12.358|0.229|10.985|0.111|999|T|       
0505 01395 1|T|306.94272069|+04.63627610|       |       | 68.4| 79.1|     |     | |12.275|0.239|11.200|0.147|999|T|       
0505 01655 1|T|306.10461128|+03.97066301|       |       | 63.8| 51.1|     |     | |12.165|0.192|11.456|0.171|999|T|       
0507 01230 1|T|303.66091265|+05.90641862|       |       | 23.2| 23.6|     |     | |10.889|0.066|10.160|0.055|999|T|       
0508 02025 1|H|304.19386833|+06.57097442|   -3.3|   -4.2|  1.9|  1.5|  2.6|  2.1| |11.986|0.175|10.979|0.117|835|T| 99950 
0509 00633 1|T|306.68391932|+06.93641100|       |       | 43.9| 44.5|     |     | |12.027|0.170|10.768|0.094|999|T|       
0510 01524 1|T|308.73209340|+00.53813331|       |       | 87.1| 49.4|     |     | |11.887|0.171|11.538|0.187| 23|T|       
0511 00649 1|T|310.22724055|+01.54261194|       |       | 53.3| 52.3|     |     | |12.300|0.230|11.366|0.175|999|T|       
0512 00568 1|T|312.73616504|+00.38910618|       |       | 53.5| 68.5|     |     | |12.094|0.171|11.440|0.156|578|T|       
0514 01233 1|H|308.67858975|+03.34874845|  313.3| -431.4| 17.5| 14.4| 23.2| 20.5|H|      |     |11.704|0.009|999| |101540 
0514 01262 1|T|308.47988919|+03.57944339|       |       | 70.8| 68.6|     |     | |11.752|0.151|11.314|0.166|730|T|       
0515 01405 1|T|310.74434435|+02.31675569|       |       | 61.9| 56.7|     |     | |12.119|0.222|11.856|0.291|406|T|       
0515 02805 1|H|310.07812604|+03.44177702|   41.3|    8.7| 54.8| 35.5|  1.5|  1.1| |11.251|0.107|10.199|0.063|167|T|102010B
0517 00333 1|T|313.33810509|+01.96274839|       |       | 45.8| 40.7|     |     | |12.019|0.154|11.486|0.171|472|T|       
0517 01804 1|H|314.78484448|+03.55438416|  329.0| -723.5|  3.0|  1.9|  3.4|  1.8|H|      |     |12.105|0.008|858| |103577 
0517 01922 1|T|313.70436771|+03.45129370|       |       | 72.7| 43.1|     |     | |12.131|0.253|11.534|0.211| 31|T|       
0518 00231 1|T|308.13463776|+05.22837160|       |       | 71.6| 51.0|     |     | |11.905|0.151|10.968|0.123|999|T|       
0519 00411 1|T|310.11615799|+03.89273770|       |       | 47.8| 44.2|     |     | |11.713|0.142|10.918|0.103|388|T|       
0519 00769 1|T|309.73912802|+04.13215952|       |       | 62.3| 44.0|     |     | |12.370|0.264|10.851|0.101|999|T|       
0521 01258 1|T|314.78742426|+04.21596463|       |       | 47.6| 31.1|     |     | |12.144|0.209|10.180|0.057|999|T|       
0521 01595 1|T|314.66144483|+04.27175522|       |       | 49.1| 39.2|     |     | |11.646|0.136|11.027|0.130|999|T|       
0522 00904 2|H|308.17292278|+06.92810016|    2.2|   -1.5| 36.6| 30.6|  3.0|  2.4|H|      |     |12.812|0.100| 12| |101365B
0524 01596 1|H|311.36649867|+05.88156054|   91.0|  -96.7| 72.9| 56.4|  1.8|  1.1|H|      |     |11.406|0.211|  8|T|102439B
0524 02044 1|T|311.34363801|+05.87615749|       |       | 42.0| 32.1|     |     | |11.445|0.082|10.771|0.073|841|T|       
0524 02700 1|T|311.92973695|+06.99157938|       |       | 46.6| 32.4|     |     | |11.678|0.115|11.206|0.138|865|T|       
0526 00492 1|T|315.86662430|+01.28176039|       |       |141.7| 50.3|     |     | |11.980|0.204|11.068|0.141| 36|T|       
0527 00803 1|T|318.67875611|+00.11199972|       |       | 45.3| 44.6|     |     | |11.102|0.073|10.441|0.065|999|T|       
0527 01360 2|H|317.21999262|+00.21403244|  108.0|  -51.2|  9.0|  6.6|  1.8|  1.0|H|      |     |10.967|0.026| 34| |104390B
0529 00187 1|T|321.82986085|+00.67568759|       |       | 97.7| 54.5|     |     | |12.009|0.242|11.003|0.158|304|T|       
0529 01167 1|T|321.52793535|+00.54582019|       |       | 38.9| 31.8|     |     | |11.652|0.120|10.847|0.092|999|T|       
0531 00832 1|T|317.93524875|+03.58574367|       |       | 82.3| 50.4|     |     | |11.760|0.178|10.988|0.126|999|T|       
0533 01002 2|H|321.37544789|+02.03982354|    7.2|  -18.0| 71.0| 55.3|  1.6|  1.1|H|      |     |11.327|0.325|154| |105792C
0533 01124 1|T|321.35385219|+02.04831386|       |       | 39.1| 30.4|     |     | |11.703|0.136|10.640|0.083|835|T|       
0534 01334 2|H|315.50830046|+03.76550716|   10.0|  -14.9| 27.2| 16.3|  1.4|  0.6|H|      |     |11.429|0.083| 23| |103804B
0534 02183 1|H|316.48462631|+04.42842441|  135.5| -169.9|  3.9|  2.4|  5.3|  2.6|H|      |     |12.283|0.013|999| |104137 
0535 02088 1|H|317.85278744|+05.49393274|  -96.5|  -75.9|  3.2|  2.9|  4.1|  3.2|H|      |     |11.909|0.008|999| |104606 
0538 00469 1|T|316.22350789|+05.66275675|       |       | 49.4| 48.0|     |     | |12.342|0.342|10.843|0.123|999|T|       
0538 02810 1|T|316.64683980|+07.49687414|       |       | 38.3| 68.4|     |     | |11.008|0.121|10.381|0.121|121|T|       
0539 00993 1|T|317.29274701|+07.03573334|       |       | 36.2| 37.0|     |     | |11.877|0.157|10.728|0.088|999|T|       
0539 01231 1|T|317.51828298|+06.92368291|       |       | 38.5| 36.1|     |     | |11.305|0.101|10.576|0.080|999|T|       
0539 02092 1|H|317.10376291|+05.65019869|   16.4| -190.9|  4.7|  4.3|  7.2|  5.7|H|      |     |12.614|0.013|999| |104351 
0540 00355 1|T|320.32402798|+07.26929988|       |       | 54.9| 40.1|     |     | |11.663|0.119|10.726|0.084|999|T|       
0542 00298 1|H|323.40178916|+00.39560305|  243.9|  -32.3|  4.4|  2.4|  6.4|  2.9|H|      |     |12.301|0.011|999| |106447 
0543 01075 1|T|325.92336425|+00.54840040|       |       | 32.9| 22.7|     |     | |11.478|0.092|10.393|0.059|575|T|       
0546 01008 1|H|323.72080465|+02.70282686|  -14.1|    3.2|  8.6|  6.1| 19.7| 10.5|H|      |     |11.954|0.073|999| |106565 
0547 00376 2|H|326.20037423|+02.99191155|   16.3|  -10.0| 20.5| 13.1|  1.4|  1.0|H|      |     |10.390|0.079| 18| |107367B
0547 01170 2|H|326.00245871|+03.58160423|    8.1|    0.4| 40.8| 39.0|  3.0|  1.9|H|      |     |12.140|0.128| 11| |107301B
0547 01642 1|H|325.06806925|+03.73526250|   57.4|   16.1| 17.1| 11.0|  1.8|  1.0| |11.376|0.120|10.549|0.099| 65|T|107003B
0548 01258 1|T|327.80545396|+03.52915622|       |       | 59.0| 36.1|     |     | |11.412|0.128|10.739|0.111|999|T|       
0550 00411 1|H|322.91863142|+05.19467763|  -20.2|    0.1| 13.1|  9.5| 16.5| 10.3|H|      |     |13.301|0.078|999| |106290 
0550 01285 1|T|323.40213373|+03.91067749|       |       | 61.4| 49.6|     |     | |12.074|0.194|10.921|0.110|999|T|       
0551 00129 1|T|325.96890789|+05.54875005|       |       | 31.7| 32.4|     |     | |12.029|0.146|10.684|0.066|999|T|       
